Year,Month,Day,CO2 concentration (ppm)
2019,11,17,410.41
2019,11,24,410.95
2019,12,1,411.29
2019,12,8,411.55
2019,12,15,412.11
2019,12,22,412.43
2019,12,29,413.21
2020,1,5,413.6
2020,1,12,413.02
2020,1,19,413.87
2020,1,26,414.26
2020,2,2,414.53
2020,2,9,414.63
2020,2,16,414.29
2020,2,23,413.95
2020,3,1,414.09
2020,3,8,414.34
2020,3,15,414.51
2020,3,22,415.76
2020,3,29,415.98
2020,4,5,416.68
2020,4,12,416.51
2020,4,19,416.12
2020,4,26,417.05
2020,5,3,417.06
2020,5,10,417.03
2020,5,17,417.21
2020,5,24,417.67
2020,5,31,417.44
2020,6,7,416.58
2020,6,14,416.44
2020,6,21,416.29
2020,6,28,415.67
2020,7,5,415.47
2020,7,12,414.76
2020,7,19,414.11
2020,7,26,413.48
2020,8,2,413.4
2020,8,9,412.98
2020,8,16,412.62
2020,8,23,412.19
2020,8,30,411.82
2020,9,6,411.6
2020,9,13,411.7
2020,9,20,411.23
2020,9,27,411.29
2020,10,4,411.28
2020,10,11,411.34
2020,10,18,411.75
2020,10,25,411.71
2020,11,1,411.99
2020,11,8,413.01
2020,11,15,412.76
2020,11,22,414.07
2020,11,29,413.97
2020,12,6,413.63
2020,12,13,414.15
2020,12,20,414.84
2020,12,27,415.33
2021,1,3,415.38
2021,1,10,415.07
2021,1,17,415.42
2021,1,24,416.01
2021,1,31,417.12
2021,2,7,416.92
2021,2,14,416.51
2021,2,21,416.31
2021,2,28,417.97
2021,3,7,416.94
2021,3,14,417.79
2021,3,21,417.72
2021,3,28,418.03
2021,4,4,419.28
2021,4,11,418.96
2021,4,18,418.2
2021,4,25,420.01
2021,5,2,419.53
